PropName,PropTypes,LowPrice,HighPrice,Address,Rentals,Project Name,project type,Developer,Tenure,PSF,Completion Year,# of Floors,Total Units,Facilities,Buildings
Sri Wangi Apartment,Apartment,259000,320000,"Jalan Titiwangsa Utama, Taman Tampoi Indah, 81200, Johor",1050 - 1500,Sri Wangi Apartment,Apartment,N/A,Leasehold,N/A,N/A,9,N/A,24 hours security | Swimming pool,"Building: Building @ Jalan Titiwangsa Utama, Taman Tampoi Indah 81200 | # Floors: 9 | # Units: N/A"
Sri Wangsa,Apartment,235000,285000,"Jalan Penawar 1, 11600, Penang",650 - 1100,Sri Wangsa,Apartment,N/A,Freehold,N/A,N/A,N/A,N/A,,Building: Building @ Jalan Penawar 1 11600 | # Floors: N/A | # Units: N/A
Sri Wira Rivera Rise,Apartment,198000,290000,"Jalan UP 3/2, 68000, Selangor",,Sri Wira Rivera Rise,Apartment,N/A,Leasehold,N/A,N/A,5,N/A,Barbeque Area | Covered car park | Lounge | Nursery | Playground | 24 hours security,Building: Building @ Jalan UP 3/2 68000 | # Floors: 5 | # Units: N/A
Starville,Apartment,235000,395000,"Jalan USJ 19/6, USJ 19, 47630, Selangor",300 - 1220,Starville,Apartment,Sime Darby Property Berhad,Freehold,N/A,2015,8,338,Barbeque Area | Covered car park | Perimeter Fencing | Jogging track | Lounge | Mini-Mart | Nursery | Playground | Recreation Lake | 24 hours security | Tennis courts,Building: Starville | # Floors: 8 | # Units: 338
Starz Valley,Apartment,160000,410000,"71800, Negeri Sembilan",750 - 2200,Starz Valley,Apartment,Golden Plateau Sdn Bhd,Freehold,N/A,2014,N/A,1500,Amphitheatre | Reflexology Path | 24 hours security | Swimming pool | Tennis courts,Building: Building 1 | # Floors: N/A | # Units: N/A ** Building: Building 2 | # Floors: N/A | # Units: N/A ** Building: Building 3 | # Floors: N/A | # Units: N/A ** Building: Building 4 | # Floors: N/A | # Units: N/A
Strawberry Court Apartment,Apartment,165000,168000,"Persiaran Jaya Baru, Taman Jaya Baru, Cheras, 56100, Kuala Lumpur",600 - 700,Strawberry Court Apartment,Apartment,N/A,Leasehold,N/A,N/A,N/A,N/A,,"Building: Building @ Persiaran Jaya Baru, Taman Jaya Baru, Cheras 56100 | # Floors: N/A | # Units: N/A"
Subang Avenue,Apartment,391000,750000,"Jalan Kemajuan subang, 47500, Selangor",850 - 2800,Subang Avenue,Apartment,N/A,Freehold,N/A,N/A,N/A,280,Barbeque Area | Covered car park | Gymnasium room | Launderette | Landscaped Garden | Multi-purpose hall | Playground | Reading Room | Sauna | 24 hours security | Surau (Male & Female) | Swimming pool,Building: Building @ Jalan Kemajuan subang 47500 | # Floors: N/A | # Units: 280
Subang Perdana Goodyear Court 10,Apartment,190000,460000,"Jalan Subang Indah, USJ 15, 47630, Selangor",798 - 1500,Subang Perdana Goodyear Court 10,Apartment,N/A,Freehold,N/A,N/A,5,N/A,Barbeque Area | Covered car park | Lounge | Mini-Mart | Nursery | Playground | 24 hours security,"Building: Building @ Jalan Subang Indah, USJ 15 47630 | # Floors: 5 | # Units: N/A ** Building: Building @ - 47630 | # Floors: 5 | # Units: N/A"
Subang Perdana Goodyear Court 2,Apartment,180000,298000,"Jalan USJ 6/1, USJ 6, 47610, Selangor",980 - 1480,Subang Perdana Goodyear Court 2,Apartment,N/A,Freehold,N/A,N/A,5,1,Barbeque Area | Covered car park | Gymnasium room | Lounge | Mini-Mart | Playground | Recreation Lake | Salon | 24 hours security | Swimming pool,Building: Subang Perdana | # Floors: 5 | # Units: N/A
Subang Perdana Goodyear Court 3,Apartment,255000,370000,"Persiaran Kewajipan, USJ 8, 47610, Selangor",1099 - 1500,Subang Perdana Goodyear Court 3,Apartment,N/A,Freehold,N/A,N/A,5,N/A,Barbeque Area | Covered car park | Lounge | Nursery | Playground | 24 hours security,"Building: Building @ Persiaran Kewajipan, USJ 8 47610 | # Floors: 5 | # Units: N/A"
Subang Perdana Goodyear Court 5,Apartment,240000,330000,"USJ 8, 47610, Selangor",900 - 1100,Subang Perdana Goodyear Court 5,Apartment,N/A,Freehold,N/A,N/A,N/A,N/A,Open car park | 24 hours security,Building: Building @ Persiaran Kewajipan USJ 8 47610 | # Floors: N/A | # Units: N/A
Subang Perdana Goodyear Court 6,Apartment,180000,320000,"Persiaran Kewajipan, USJ 8, 47610, Selangor",833 - 1400,Subang Perdana Goodyear Court 6,Apartment,N/A,Freehold,N/A,N/A,5,N/A,Barbeque Area | Covered car park | Lounge | Nursery | Playground | 24 hours security | Tennis courts,"Building: Building @ Persiaran Kewajipan, USJ 8 47610 | # Floors: 5 | # Units: N/A"
Subang Perdana Goodyear Court 7,Apartment,180000,488000,"Jalan USJ 14/1, USJ 14, 47630, Selangor",998 - 1500,Subang Perdana Goodyear Court 7,Apartment,N/A,Freehold,N/A,N/A,5,N/A,Barbeque Area | Covered car park | Lounge | Nursery | Playground | 24 hours security,"Building: Building @ Jalan USJ 14/1, USJ 14 47630 | # Floors: 5 | # Units: N/A ** Building: Building @ - 47630 | # Floors: 5 | # Units: N/A"
Subang Perdana Goodyear Court 8,Apartment,160000,650000,"Persiaran Mulia, USJ 14, 47630, Selangor",850 - 1400,Subang Perdana Goodyear Court 8,Apartment,N/A,Freehold,N/A,N/A,5,N/A,Barbeque Area | Covered car park | Lounge | Nursery | Playground | Recreation Lake | 24 hours security,"Building: Building @ Persiaran Mulia, USJ 14 47630 | # Floors: 5 | # Units: N/A"
Subang Perdana Goodyear Court 9,Apartment,265000,480000,"Persiaran Mulia, USJ 14, 47630, Selangor",950 - 1400,Subang Perdana Goodyear Court 9,Apartment,N/A,Freehold,N/A,N/A,5,N/A,Barbeque Area | Covered car park | Lounge | Nursery | Playground | 24 hours security,"Building: Building @ Persiaran Mulia, USJ 14 47630 | # Floors: 5 | # Units: N/A"
Subang Ville Ehsan Apartments,Apartment,230000,350000,"Jalan PJS 10/11, Taman Sri Subang, 47300, Selangor",500 - 1400,Subang Ville Ehsan Apartments,Apartment,N/A,Leasehold,N/A,N/A,5,N/A,Barbeque Area | Covered car park | Clubhouse | Perimeter Fencing | Gymnasium room | Lounge | Main entrance | Nursery | Playground | 24 hours security | Swimming pool,Building: Subang Ville Ehsan | # Floors: 5 | # Units: N/A
Sunway Alpine Village Apartment,Apartment,180000,280000,"Persiaran Sunway, 31150, Perak",1100 - 1400,Sunway Alpine Village Apartment,Apartment,Sunway Group,Leasehold,N/A,2013,8,406,Gymnasium room | Jogging track | Mini-Mart | Playground | 24 hours security | Surau (Male & Female) | Swimming pool | Tennis courts,Building: Sunway Alpine Village Apartment | # Floors: 8 | # Units: 406
Sunway Court,Apartment,300000,450000,"Jalan PJS 7/13, PJS 7, 46150, Selangor",1300 - 1800,Sunway Court,Apartment,N/A,Leasehold,N/A,N/A,5,N/A,Badminton hall | Covered car park | Lounge | Nursery | 24 hours security | Swimming pool,"Building: Building @ Jalan PJS 7/13, PJS 7 46150 | # Floors: 5 | # Units: N/A ** Building: Building @ - 46150 | # Floors: 5 | # Units: N/A"
Sunway Sutera Condominium,Apartment,480000,620000,"Jalan Tropicana Utara, 47810, Selangor",1350 - 1800,Sunway Sutera Condominium,Apartment,N/A,Leasehold,N/A,N/A,N/A,N/A,Badminton hall | Barbeque Area | Covered car park | Gymnasium room | Landscaped Garden | Multi-purpose hall | Reading Room | 24 hours security | Swimming pool | Tennis courts | Wading pool,Building: Building @ Jalan Tropicana Utara 47810 | # Floors: N/A | # Units: N/A ** Building: Building @ - 47810 | # Floors: N/A | # Units: N/A
Sunway Villa Apartment,Apartment,0,0,"Jalan PJS 7/16, PJS 7, 46150, Selangor",,Sunway Villa Apartment,Apartment,N/A,Leasehold,N/A,N/A,5,N/A,Basketball court | Barbeque Area | Covered car park | Jogging track | Lounge | Nursery | Playground | 24 hours security,"Building: Building @ Jalan PJS 7/16, PJS 7 46150 | # Floors: 5 | # Units: N/A"
Suria Apartment @ Damansara Damai,Apartment,170000,299000,"Jalan PJU 10/4c, 47830, Selangor",,Suria Apartment @ Damansara Damai,Apartment,N/A,Leasehold,N/A,N/A,N/A,N/A,Open car park,Building: Building @ Suria Apartment Jalan PJU 10/4c 47830 | # Floors: N/A | # Units: N/A
Suria Vista Apartment,Apartment,229000,325000,"Tingkat Paya Terubong 4, Jalan Paya Terubong, 11500, Penang",750 - 1000,Suria Vista Apartment,Apartment,OHM Group,Freehold,N/A,N/A,N/A,256,Covered car park | Landscaped Garden | Playground | 24 hours security,"Building: Building @ Tingkat Paya Terubong 4, Jalan Paya Terubong 11500 | # Floors: N/A | # Units: 256 ** Building: Building @ - 11500 | # Floors: N/A | # Units: 254"
Tabuan Laru Heights Apartment,Apartment,0,0,"Off Jalan Setia Raja, Tabuan Laru, Kuching, 93350, Sarawak",,Tabuan Laru Heights Apartment,Apartment,Usaha Cendara Sdn Bhd,Freehold,N/A,N/A,N/A,N/A,,"Building: Building @ Lorong Setia Raja 4, Off Jalan Setia Raja, Tabuan Laru, Kuching 93350 | # Floors: N/A | # Units: N/A ** Building: Building @ Lorong Setia Raja 4, 93350 | # Floors: N/A | # Units: N/A"
Tabuan Stutong Apartment,Apartment,0,0,", Stutong, Kuching, 93350, Sarawak",,Tabuan Stutong Apartment,Apartment,Usaha Cendara Sdn Bhd,Leasehold,N/A,N/A,N/A,N/A,24 hours security,"Building: Building @ Off Jalan Setia Raja , Stutong, Kuching 93350 | # Floors: N/A | # Units: N/A ** Building: Building @ Off Jalan Setia Raja 93350 | # Floors: N/A | # Units: N/A"
Taman Ampang Mewah Apartment,Apartment,225000,270000,"Jalan Cahaya 18, Taman Cahaya Indah, Ampang, 68000, Selangor",,Taman Ampang Mewah Apartment,Apartment,N/A,Leasehold,N/A,N/A,N/A,N/A,,"Building: Building @ Jalan Cahaya 18, Taman Cahaya Indah, Ampang 68000 | # Floors: N/A | # Units: N/A"
Taman Bakti Ikhlas/Sri Setia Apartment,Apartment,0,0,"Off Jalan Puri Warisan, Kota Kinabalu, 88400, Sabah",,Taman Bakti Ikhlas/Sri Setia Apartment,Apartment,Borneo Pacific (Holdings) Sdn Bhd,Leasehold,N/A,N/A,5,N/A,Covered car park,"Building: Building @ Off Jalan Puri Warisan, Kota Kinabalu 88400 | # Floors: 5 | # Units: N/A ** Building: Building @ - 88400 | # Floors: 5 | # Units: N/A"
Taman Bukit Kecil,Apartment,880000,1100000,"Jalan Bukit Kecil, Taman Sri Nibong, 11900, Penang",,Taman Bukit Kecil,Apartment,N/A,Freehold,N/A,N/A,5,28,Lounge,"Building: Building @ 4 Jalan Bukit Kecil, Taman Sri Nibong 11900 | # Floors: 5 | # Units: 28"
Taman Bukit Pelangi,Apartment,250000,310000,"Taman Bukit Pelangi, 40150  , Selangor",,Taman Bukit Pelangi,Apartment,Asia Kreatif Sdn. Bhd.,Leasehold,N/A,N/A,14,340,Barbeque Area | Gymnasium room | Launderette | Nursery | Playground | Reading Room | 24 hours security | Surau (Male & Female) | Swimming pool,Building: Tmn Bukit Pelangi | # Floors: 14 | # Units: 340
Taman Bunga Negara,Apartment,0,888000,"Jalan Selayang Satu 27/27A, 40400, Selangor",5000 - 35000,Taman Bunga Negara,Apartment,N/A,Leasehold,N/A,N/A,9,N/A,Barbeque Area | Covered car park | Lounge | Nursery | Playground | Recreation Lake | 24 hours security,Building: Taman Bunga Negara | # Floors: 9 | # Units: N/A
Taman Cheras Awana Apartment,Apartment,75000,230000,"Jalan Awana 13, Taman Cheras Awana, 43200, Selangor",700 - 800,Taman Cheras Awana Apartment,Apartment,N/A,Freehold,N/A,N/A,N/A,N/A,,"Building: Building @ Jalan Awana 13, Taman Cheras Awana 43200 | # Floors: N/A | # Units: N/A ** Building: Building @ - 43200 | # Floors: N/A | # Units: N/A"
Taman Cheras Prima Apartment,Apartment,129999,219999,"Jalan Cheras Prima 5, Taman Cheras Prima, Kajang, 43000, Selangor",,Taman Cheras Prima Apartment,Apartment,N/A,Freehold,N/A,N/A,N/A,N/A,,"Building: Building @ Jalan Cheras Prima 5, Taman Cheras Prima, Kajang 43000 | # Floors: N/A | # Units: N/A"
Taman Chung Ling,Apartment,0,0,"Jalan Ayer Itam, 11500, Penang",,Taman Chung Ling,Apartment,N/A,Freehold,N/A,N/A,3,6,Lounge,Building: Building @ 143 Jalan Ayer Itam 11500 | # Floors: 3 | # Units: 6
Taman Desa Pesona,Apartment,550000,698000,"Jalan 17/21F, SS17, 46400, Selangor",1799 - 2100,Taman Desa Pesona,Apartment,N/A,Freehold,N/A,N/A,N/A,120,Badminton hall | Barbeque Area | Lounge | Playground | 24 hours security | Swimming pool,"Building: Building @ Jalan 17/21F, SS17 46400 | # Floors: N/A | # Units: 120"
Taman Erskine,Apartment,0,0,"Jalan Mount Erskine, 10470, Penang",,Taman Erskine,Apartment,N/A,Freehold,N/A,N/A,7,36,Lounge | Nursery,Building: Building @ 115 Jalan Mount Erskine 10470 | # Floors: 7 | # Units: 36
Taman Evergreen,Apartment,390000,590000,"Jalan Evergreen, 10470, Penang",700 - 1000,Taman Evergreen,Apartment,N/A,Freehold,N/A,N/A,15,N/A,Nursery | Open car park | 24 hours security,Building: Building @ Jalan Evergreen 10470 | # Floors: 15 | # Units: N/A
Taman Impian Indah Apartment (Balakong),Apartment,170000,205000,"Jalan Impian Indah 2, Taman Impian Indah, Balakong, 43300, Selangor",700 - 800,Taman Impian Indah Apartment (Balakong),Apartment,N/A,Freehold,N/A,N/A,5,N/A,Open car park,"Building: Building @ Jalan Impian Indah 2, Taman Impian Indah, Balakong 43300 | # Floors: 5 | # Units: N/A"
Taman Jelutong Jaya,Apartment,0,0,"Lorong Penawar, 11600, Penang",,Taman Jelutong Jaya,Apartment,N/A,Freehold,N/A,N/A,13,448,Covered car park | Lounge,Building: Building @ 1-3 Lorong Penawar 11600 | # Floors: 13 | # Units: 448
Taman Kajang Mulia Apartment,Apartment,0,0,"Taman Kajang Mulia, 43000, Selangor",,Taman Kajang Mulia Apartment,Apartment,N/A,Freehold,N/A,N/A,2,N/A,,Building: Building @ Jalan Kajang Mulia 6 Taman Kajang Mulia 43000 | # Floors: 2 | # Units: N/A
Taman Kang Har Tong Apartment,Apartment,355000,380000,"Off Jalan Perak, Jelutong, 11600, Penang",,Taman Kang Har Tong Apartment,Apartment,OHM Group,Freehold,N/A,N/A,16,N/A,Covered car park | 24 hours security,"Building: Building @ Lorong Gemilang Off Jalan Perak, Jelutong 11600 | # Floors: 16 | # Units: N/A"
Taman Ketiau Apartment,Apartment,0,0,"Taman Ketiau, Penampang, 89500, Sabah",,Taman Ketiau Apartment,Apartment,N/A,Leasehold,N/A,N/A,5,N/A,Business Centre | Driving range | Open car park | Surau (Male & Female),Building: Taman Ketiau Apartment | # Floors: 5 | # Units: N/A
Taman Kristal,Apartment,280000,445000,"Gerbang Mount Eskine, 10470, Penang",800 - 1600,Taman Kristal,Apartment,N/A,Freehold,N/A,N/A,21,520,Badminton hall | Barbeque Area | Game room | Launderette | Lounge | Nursery | Tennis courts,Building: Building @ Gerbang Mount Eskine 10470 | # Floors: 21 | # Units: 520 ** Building: Building @ - 10470 | # Floors: 21 | # Units: 517
Taman Leader (Leader Garden),Apartment,400000,560000,"Jalan Chee Seng, 11200, Penang",1000 - 1400,Taman Leader (Leader Garden),Apartment,N/A,Freehold,N/A,N/A,21,428,Badminton hall | Barbeque Area | Jogging track | Landscaped Garden | Lounge | Mini-Mart | Multi-purpose hall | Nursery | Playground | Sauna | 24 hours security | Tennis courts,Building: Building @ 1 Jalan Chee Seng 11200 | # Floors: 21 | # Units: 428
Taman Lembah Maju 600 Apartment,Apartment,159000,270000,"Off Jalan Bunga Mawar, Taman Lembah Maju, 55600, Selangor",950,Taman Lembah Maju 600 Apartment,Apartment,N/A,Freehold,N/A,N/A,5,N/A,,"Building: Building @ Jalan Maju 2/1 Off Jalan Bunga Mawar, Taman Lembah Maju 55600 | # Floors: 5 | # Units: N/A ** Building: Building @ Jalan Maju 2/1 55600 | # Floors: 5 | # Units: N/A"
Taman Megah Cheras Apartment,Apartment,150000,260000,"Jalan Megah 37C, Taman Megah, 43200, Selangor",750 - 900,Taman Megah Cheras Apartment,Apartment,N/A,Freehold,N/A,N/A,4,1,Covered car park | Perimeter Fencing | Launderette | Lounge | 24 hours security,Building: Taman Megah Cheras | # Floors: 4 | # Units: N/A
Taman Megah Cheras Apartment (Phase 1B),Apartment,255000,290000,"Jalan Megah 8, 43200, Selangor",,Taman Megah Cheras Apartment (Phase 1B),Apartment,N/A,Freehold,N/A,N/A,4,N/A,Covered car park | Lounge | Nursery,Building: Building @ Jalan Megah 8 43200 | # Floors: 4 | # Units: N/A
Taman Miharja Apartments (LRT Miharja),Apartment,210000,290000,"Jalan 1/93, Taman Miharja, 55200, Kuala Lumpur",1000 - 1500,Taman Miharja Apartments (LRT Miharja),Apartment,N/A,Leasehold,N/A,N/A,N/A,N/A,Open car park,"Building: Building @ Jalan 1/93, Taman Miharja 55200 | # Floors: N/A | # Units: N/A"
Taman Pasir Putih Fasa 3B Apartment,Apartment,0,0,"Putatan, 89500, Sabah",,Taman Pasir Putih Fasa 3B Apartment,Apartment,N/A,Leasehold,N/A,N/A,4,352,,"Building: Building @ Taman Pasir Putih 2, Putatan 89500 | # Floors: 4 | # Units: 352 ** Building: Building @ Taman Pasir Putih 2, 89500 | # Floors: 4 | # Units: 352"
Taman Penampang Apartment Phase 2T,Apartment,0,0,"Off Jalan Penampang Lama, Taman Penampang, 88300, Sabah",,Taman Penampang Apartment Phase 2T,Apartment,Sinar Pembangunan,Leasehold,N/A,N/A,N/A,N/A,,"Building: Building @ Jalan Dimpoukon, Off Jalan Penampang Lama, Taman Penampang 88300 | # Floors: N/A | # Units: N/A ** Building: Building @ Jalan Dimpoukon, 88300 | # Floors: N/A | # Units: N/A"
Taman Permai Apartment (Menggatal),Apartment,0,0,"Off Jalan Tuaran Lama, Taman Permai, Menggatal, 88400, Sabah",,Taman Permai Apartment (Menggatal),Apartment,Sinar Pembangunan,Freehold,N/A,N/A,N/A,N/A,Open car park,"Building: Building @ Lorong Permai, Off Jalan Tuaran Lama, Taman Permai, Menggatal 88400 | # Floors: N/A | # Units: N/A ** Building: Building @ Lorong Permai, 88400 | # Floors: N/A | # Units: N/A"
Taman Petaling Utama Flat,Apartment,145000,168000,"Jalan PJS 1/52, Taman Petaling Utama, 58000, Selangor",,Taman Petaling Utama Flat,Apartment,N/A,Freehold,N/A,N/A,N/A,N/A,24 hours security,"Building: Building @ Jalan PJS 1/52, Taman Petaling Utama 58000 | # Floors: N/A | # Units: N/A"
Taman Petani,Apartment,0,0,"Lorong Singgora, 10150, Penang",949 - 950,Taman Petani,Apartment,N/A,Freehold,N/A,N/A,5,24,Covered car park | Lounge,Building: Building @ 55 Lorong Singgora 10150 | # Floors: 5 | # Units: 24
Taman Rombas Apartment,Apartment,0,0,"Jalan Kampar, 10460, Penang",,Taman Rombas Apartment,Apartment,N/A,Freehold,N/A,N/A,N/A,N/A,,Building: Building @ 0 Jalan Kampar 10460 | # Floors: N/A | # Units: N/A
Taman Sawang,Apartment,0,0,"Jalan Free School, 11600, Penang",,Taman Sawang,Apartment,N/A,Freehold,N/A,N/A,4,16,Covered car park | Lounge | Nursery | 24 hours security,Building: Building @ 11 Jalan Free School 11600 | # Floors: 4 | # Units: 16
Taman Selatan,Apartment,0,0,"Medan Penaga, 11600, Penang",,Taman Selatan,Apartment,N/A,Freehold,N/A,N/A,11,172,Covered car park | Lounge | Nursery | 24 hours security,Building: Building @ 100 Medan Penaga 11600 | # Floors: 11 | # Units: 172
Taman Sentosa Apartment (Kuching),Apartment,0,0,"Off Jalan Penrissen, Taman Sentosa, 93250, Sarawak",,Taman Sentosa Apartment (Kuching),Apartment,Besthouse Development (M) Sdn Bhd,Leasehold,N/A,N/A,N/A,N/A,,"Building: Building @ Jalan Liu Shan Bang, Off Jalan Penrissen, Taman Sentosa 93250 | # Floors: N/A | # Units: N/A ** Building: Building @ Jalan Liu Shan Bang, 93250 | # Floors: N/A | # Units: N/A"
Taman Sepakat Indah Apartment (P3),Apartment,160000,300000,"Jalan Sepakat Indah 3, Taman Sepakat Indah, Kajang, 43000, Selangor",,Taman Sepakat Indah Apartment (P3),Apartment,N/A,Freehold,N/A,N/A,5,N/A,Covered car park | Playground | 24 hours security,"Building: Building @ Jalan Sepakat Indah 3, Taman Sepakat Indah, Kajang 43000 | # Floors: 5 | # Units: N/A"
Taman Seri Molek Perdana Apartment,Apartment,0,0,"Off Persiaran Saujana, Taman Saujana, Plentong, 81750, Johor",,Taman Seri Molek Perdana Apartment,Apartment,Syarikat Perumahan Negara Berhad,Freehold,N/A,N/A,N/A,N/A,Cafe | Gymnasium room | Mini-Mart | Multi-purpose hall | Playground | 24 hours security | Swimming pool,"Building: Building @ Off Persiaran Saujana, Taman Saujana, Plentong 81750 | # Floors: N/A | # Units: N/A"
Taman Setia Balakong,Apartment,185000,195000,"Taman Setia Balakong, 43300, Selangor",270 - 1000,Taman Setia Balakong,Apartment,N/A,Freehold,N/A,N/A,5,N/A,Badminton hall | Barbeque Area | Covered car park | Jogging track | Lounge | Playground,Building: Taman Setia Balakong | # Floors: 5 | # Units: N/A
Taman Sinaran,Apartment,280000,320000,"Jalan Sinaran 2, Taman Sinaran, 43300, Selangor",,Taman Sinaran,Apartment,N/A,Leasehold,N/A,N/A,5,240,Barbeque Area | Covered car park | Lounge | Playground,"Building: Building @ Jalan Sinaran 2, Taman Sinaran 43300 | # Floors: 5 | # Units: 240"
Taman Sri Bunga (Sungai Dua),Apartment,409000,468000,"Lengkok Nipah 5, 11700, Penang",900 - 950,Taman Sri Bunga (Sungai Dua),Apartment,N/A,Freehold,N/A,N/A,16,90,Badminton hall | Barbeque Area | Covered car park | Game room | Landscaped Garden | Lounge | Mini-Mart | Nursery | 24 hours security,Building: Building @ 1 Lengkok Nipah 5 11700 | # Floors: 16 | # Units: 90
